file,position,overlap_area
Reslice of 8,24,1623.0
Reslice of 8,25,9.0
Reslice of 8,26,123.0
Reslice of 8,27,650.0
Reslice of 8,28,34.0
Reslice of 8,29,393.0
Reslice of 8,30,185.0
Reslice of 8,31,197.0
Reslice of 8,32,6.0
Reslice of 8,33,3358.0
Reslice of 8,34,2430.0
Reslice of 8,35,1757.0
Reslice of 8,36,44.0
Reslice of 8,37,59.0
Reslice of 8,38,63.0
Reslice of 8,39,61.0
Reslice of 8,40,412.0
Reslice of 8,41,49.0
Reslice of 8,42,41.0
Reslice of 8,43,109.0
Reslice of 8,44,127.0
Reslice of 8,45,1527.0
Reslice of 8,46,2020.0
Reslice of 8,47,1814.0
Reslice of 8,48,502.0
Reslice of 8,49,886.0
Reslice of 8,50,766.0
Reslice of 8,51,101.0
Reslice of 8,52,196.0
Reslice of 8,53,140.0
Reslice of 8,54,326.0
Reslice of 8,55,276.0
Reslice of 8,56,538.0
Reslice of 8,57,463.0
Reslice of 8,58,673.0
Reslice of 8,59,129.0
Reslice of 8,60,72.0
Reslice of 8,61,1866.0
Reslice of 8,62,13623.0
Reslice of 8,63,18749.0
Reslice of 8,64,5172.0
Reslice of 8,65,915.0
Reslice of 8,66,97.0
Reslice of 8,67,199.0
Reslice of 8,68,115.0
Reslice of 8,69,985.0
Reslice of 8,70,61.0
Reslice of 8,71,813.0
Reslice of 8,72,37.0
Reslice of 8,73,103.0
Reslice of 8,74,1044.0
Reslice of 8,75,111.0
Reslice of 8,76,338.0
Reslice of 8,77,431.0
Reslice of 8,78,192.0
Reslice of 8,79,3457.0
Reslice of 8,80,167.0
Reslice of 8,81,230.0
Reslice of 8,82,49.0
Reslice of 8,83,40.0
Reslice of 8,84,488.0
Reslice of 8,85,498.0
Reslice of 8,86,107.0
Reslice of 8,87,1364.0
Reslice of 8,88,279.0
Reslice of 8,89,976.0
Reslice of 8,90,1952.0
Reslice of 8,91,112.0
Reslice of 8,92,375.0
Reslice of 8,93,1709.0
Reslice of 8,94,69.0
Reslice of 8,95,236.0
Reslice of 8,96,82.0
Reslice of 8,97,1589.0
Reslice of 8,98,85.0
Reslice of 8,99,314.0
Reslice of 9,0,1326.0
Reslice of 9,1,2760.0
Reslice of 9,2,4070.0
Reslice of 9,3,2932.0
Reslice of 9,4,1318.0
Reslice of 9,5,2120.0
Reslice of 9,6,6626.0
Reslice of 9,7,5603.0
Reslice of 9,8,3156.0
Reslice of 9,9,3606.0
Reslice of 9,10,913.0
Reslice of 9,11,345.0
Reslice of 9,12,322.0
Reslice of 9,13,665.0
Reslice of 9,14,225.0
Reslice of 9,15,302.0
Reslice of 9,16,663.0
Reslice of 9,17,893.0
Reslice of 9,18,608.0
Reslice of 9,19,71.0
Reslice of 9,20,162.0
Reslice of 9,21,1074.0
Reslice of 9,22,534.0
Reslice of 9,23,60.0
Reslice of 9,24,9.0
Reslice of 9,25,1026.0
Reslice of 9,26,1308.0
Reslice of 9,27,200.0
Reslice of 9,28,661.0
Reslice of 9,29,160.0
Reslice of 9,30,179.0
Reslice of 9,31,55.0
Reslice of 9,32,260.0
Reslice of 9,33,267.0
Reslice of 9,34,243.0
Reslice of 9,35,3402.0
Reslice of 9,36,1320.0
Reslice of 9,37,1487.0
Reslice of 9,38,3305.0
Reslice of 9,39,2764.0
Reslice of 9,40,30.0
Reslice of 9,41,394.0
Reslice of 9,42,228.0
Reslice of 9,43,196.0
Reslice of 9,44,360.0
Reslice of 9,45,172.0
Reslice of 9,46,97.0
Reslice of 9,47,378.0
Reslice of 9,48,112.0
Reslice of 9,49,151.0
Reslice of 9,50,66.0
Reslice of 9,51,721.0
Reslice of 9,52,771.0
Reslice of 9,53,6911.0
Reslice of 9,54,1497.0
Reslice of 9,55,1017.0
Reslice of 9,56,1253.0
Reslice of 9,57,300.0
Reslice of 9,58,390.0
Reslice of 9,59,102.0
Reslice of 9,60,256.0
Reslice of 9,61,828.0
Reslice of 9,62,354.0
Reslice of 9,63,6457.0
Reslice of 9,64,4303.0
Reslice of 9,65,104.0
Reslice of 9,66,159.0
Reslice of 9,67,237.0
Reslice of 9,68,676.0
Reslice of 9,69,198.0
Reslice of 9,70,4047.0
Reslice of 9,71,119.0
Reslice of 9,72,299.0
Reslice of 9,73,259.0
Reslice of 9,74,946.0
Reslice of 9,75,346.0
Reslice of 9,76,35.0
Reslice of 9,77,310.0
Reslice of 9,78,225.0
Reslice of 9,79,15.0
Reslice of 9,80,100.0
Reslice of 9,81,63.0
Reslice of 9,82,119.0
Reslice of 9,83,1467.0
Reslice of 9,84,1656.0
Reslice of 9,85,1797.0
Reslice of 9,86,1767.0
Reslice of 9,87,3809.0
Reslice of 9,88,801.0
Reslice of 9,89,137.0
Reslice of 9,90,108.0
Reslice of 9,91,64.0
Reslice of 9,92,86.0
Reslice of 9,93,573.0
Reslice of 9,94,1815.0
Reslice of 9,95,6756.0
Reslice of 9,96,10760.0
Reslice of 9,97,16194.0
Reslice of 9,98,4827.0
Reslice of 9,99,3334.0
